,train_acc_new,train_eod_new,test_acc_new,test_eod_new,train_acc_fedavg,train_eod_fedavg,test_acc_fedavg,test_eod_fedavg,train_tpr_new,train_fpr_new,test_tpr_new,test_fpr_new,train_tpr_fedavg,train_fpr_fedavg,test_tpr_fedavg,test_fpr_fedavg,train_acc_fairfed,train_eod_fairfed,test_acc_fairfed,test_eod_fairfed
0,0.820227841066963,0.0012474148967600018,0.8188888888888889,0.11702127659574468,0.8488469019171992,0.1440764205757804,0.8433333333333334,0.05155869836612326,-0.0012474148967600018,-4.360850298718022e-05,0.11702127659574468,0.0037452500934034363,-0.1440764205757804,-0.054817565505003246,0.015957446808510634,-0.05155869836612326,0.8521811614337316,0.08592937880926588,0.8511111111111112,0.037507176117879695
1,0.8227285357043623,0.0036162923486867116,0.8188888888888889,0.02892102335928809,0.8502361767157544,0.11994670727065088,0.8477777777777777,0.07860585836114198,-0.0036162923486867116,-0.0023530490149611463,0.02892102335928809,0.0010520827514291578,-0.11994670727065088,-0.04992040993355571,-0.07860585836114198,-0.042772284602349955,0.856071130869686,0.08475447278264175,0.8488888888888889,0.062476826103077476
2,0.8252292303417617,0.0026079637730123117,0.8333333333333334,0.04999999999999999,0.8482911919977771,0.0904370710195953,0.8544444444444445,0.1166666666666667,-0.0026079637730123117,-0.0016698256483029666,-0.04999999999999999,-2.7225948143645706e-05,-0.0904370710195953,-0.04772306954467961,-0.1166666666666667,-0.04670157638239752,0.8538482911919978,0.050475953388574746,0.8533333333333334,0.11111111111111105
3,0.8293970547374271,0.014133273938485846,0.8122222222222222,0.029861881623751765,0.847457627118644,0.06685969992103191,0.8244444444444444,0.075975975975976,-0.014133273938485846,0.0013336022754844579,0.022822822822822775,-0.029861881623751765,-0.06685969992103191,-0.04352127127785524,-0.075975975975976,-0.06403757125913456,0.8494026118366212,0.03839207673036503,0.8266666666666667,0.05528561043731109
4,0.8068908030008336,0.012777728989198212,0.8,0.046910755148741434,0.8424562378438455,0.16549574075700363,0.8344444444444444,0.11069794050343251,0.012777728989198212,-0.005379867824567154,0.046910755148741434,-0.023697742007601164,-0.16549574075700363,-0.04981668851384565,-0.11069794050343251,-0.06952828079588642,0.8413448180050014,0.1134627206463511,0.8377777777777777,0.06718086295551084
5,0.8205056960266741,0.0018236900324876126,0.8066666666666666,0.02525252525252525,0.8444012225618227,0.11741374843043073,0.8244444444444444,0.1257575757575758,-0.0018236900324876126,7.112220852679291e-05,-0.02525252525252525,-0.025228008237716974,-0.11741374843043073,-0.04812269697765881,-0.1257575757575758,-0.08009708737864078,0.8444012225618227,0.08537460387060775,0.8255555555555556,0.09747474747474749
6,0.8163378716310086,0.003679433037231228,0.8155555555555556,0.14887218045112782,0.8402333981661573,0.09062666860832003,0.8355555555555556,0.24586466165413534,0.003679433037231228,-0.003465243365905618,-0.14887218045112782,0.0025840747166746628,-0.09062666860832003,-0.048666234427823835,-0.24586466165413534,-0.04514747683561593,0.8430119477632676,0.06709383039658268,0.8344444444444444,0.19097744360902258
7,0.8180050013892748,0.014011013632606761,0.8155555555555556,0.23891129032258063,0.8530147263128647,0.1625257665229385,0.8455555555555555,0.115255376344086,0.014011013632606761,-0.005126314016325899,0.23891129032258063,0.011369509043927646,-0.1625257665229385,-0.05421441286404342,0.115255376344086,-0.04226651901070506,0.856071130869686,0.1278716603100945,0.8411111111111111,0.10551075268817206
8,0.8218949708252292,0.007604880494735067,0.8277777777777777,0.09157509157509158,0.8457904973603779,0.09848738091258563,0.8422222222222222,0.19413919413919417,0.007604880494735067,-0.002322024279168916,-0.09157509157509158,0.0019230769230769232,-0.09848738091258563,-0.054107318356103704,-0.19413919413919417,-0.05480769230769231,0.8488469019171992,0.07976767507939159,0.8433333333333334,0.17765567765567764
9,0.8299527646568491,0.0019181043618329285,0.8155555555555556,0.03340166962174941,0.8499583217560434,0.08375015895892496,0.8355555555555556,0.07486631016042783,-0.0019181043618329285,-0.00022500165442392722,0.024064171122994638,-0.03340166962174941,-0.08375015895892496,-0.039031169346833434,-0.07486631016042783,-0.06937980200945626,0.8535704362322868,0.027939911322877372,0.8366666666666667,0.05601728723404255
