,train_acc_new,train_eod_new,test_acc_new,test_eod_new,train_acc_fedavg,train_eod_fedavg,test_acc_fedavg,test_eod_fedavg,train_tpr_new,train_fpr_new,test_tpr_new,test_fpr_new,train_tpr_fedavg,train_fpr_fedavg,test_tpr_fedavg,test_fpr_fedavg,train_acc_fairfed,train_eod_fairfed,test_acc_fairfed,test_eod_fairfed
0,0.8243956654626285,0.004005398110661251,0.82,0.19433198380566807,0.8499583217560434,0.1238110661268556,0.8422222222222222,0.11012145748987856,0.004005398110661251,-0.0011109792072177826,0.19433198380566807,0.00488310150932228,-0.1238110661268556,-0.05637603510335915,0.11012145748987856,-0.04920094702574727,0.8521811614337316,0.09961673414304989,0.8377777777777777,0.14170040485829966
1,0.8360655737704918,0.006711017740429481,0.8333333333333334,0.23333333333333334,0.8505140316754654,0.05386779420236358,0.8488888888888889,0.23333333333333334,0.006711017740429481,-0.0009329015587509898,-0.23333333333333334,0.01455026455026455,-0.03081232492997199,-0.05386779420236358,-0.23333333333333334,-0.041005291005291,0.8524590163934426,0.040964333853476295,0.8555555555555555,0.22222222222222227
2,0.8335648791330925,0.009585663599735395,0.8533333333333334,0.0888888888888889,0.8524590163934426,0.05466461688724789,0.8644444444444445,0.011111111111111072,-0.009585663599735395,-8.431250814382174e-05,0.0888888888888889,0.04619084671429581,-0.04772385591436651,-0.05466461688724789,0.011111111111111072,-0.0033246091815802535,0.8538482911919978,0.041412771045551744,0.8644444444444445,0.011111111111111072
3,0.8324534592942484,0.023053838662877302,0.8422222222222222,0.06666666666666665,0.8432898027229786,0.0451050297076436,0.8533333333333334,0.06666666666666665,0.023053838662877302,-0.0029786505702313684,0.06666666666666665,-0.004524886877828052,0.0006657789613848109,-0.0451050297076436,0.06666666666666665,-0.04654169360051713,0.8452347874409558,0.035204039608633705,0.8511111111111112,0.13888888888888895
4,0.8163378716310086,0.008509678477690297,0.8222222222222222,0.13029827315541598,0.8435676576826896,0.1265583989501312,0.8488888888888889,0.06698564593301436,-0.008509678477690297,-0.0008644359084964623,0.13029827315541598,-0.026647037173352962,-0.1265583989501312,-0.04427794781203569,0.028257456828885363,-0.06698564593301436,0.847179772158933,0.10174704724409445,0.8466666666666667,0.0690737833594976
5,0.8260627952208947,0.021305906774863215,0.8111111111111111,0.028543575745759407,0.8452347874409558,0.05618984714096997,0.8266666666666667,0.08520179372197309,-0.021305906774863215,0.002686792135853912,-0.020833333333333315,-0.028543575745759407,-0.05618984714096997,-0.054903658143908456,-0.041666666666666685,-0.08520179372197309,0.846901917199222,0.047367107037692084,0.8311111111111111,0.07623318385650224
6,0.8232842456237844,0.008345297087018921,0.8288888888888889,0.10363247863247865,0.8410669630452904,0.06503033390450613,0.8466666666666667,0.045940170940170943,0.008345297087018921,-0.0020641440544353143,0.10363247863247865,0.013547169811320758,-0.06503033390450613,-0.05250255857051973,-0.045940170940170943,-0.026452830188679242,0.8432898027229786,0.04495708055578606,0.8466666666666667,0.03632478632478636
7,0.8327313142539594,0.01921655580192161,0.8488888888888889,0.22046783625730998,0.8519033064740206,0.055247597930524694,0.8711111111111111,0.2538011695906433,-0.01921655580192161,0.0015997818062636754,-0.22046783625730998,-0.006400575332614171,-0.055247597930524694,-0.05411697430379123,-0.2538011695906433,-0.05825242718446602,0.8538482911919978,0.04520817935452082,0.86,0.2619883040935672
8,0.8268963601000278,0.02999962640564874,0.8533333333333334,0.344988344988345,0.8477354820783551,0.07499906601412193,0.8711111111111111,0.38539238539238535,0.02999962640564874,-0.0065635989710119275,-0.344988344988345,0.012143290831815423,-0.07499906601412193,-0.0523677319656482,-0.38539238539238535,-0.046296296296296294,0.8491247568769102,0.046325699555422706,0.8622222222222222,0.42191142191142195
9,0.8341205890525146,0.017626082526744802,0.8555555555555555,0.06874999999999998,0.8485690469574881,0.048199587054908795,0.8666666666666667,0.06874999999999998,-0.017626082526744802,0.0012190175962540004,0.06874999999999998,0.05072901714890081,-0.02796739684156907,-0.048199587054908795,0.06874999999999998,0.00974541059152376,0.8477354820783551,0.04306888255952216,0.8644444444444445,0.014353705522399337
