,train_acc_new,train_eod_new,test_acc_new,test_eod_new,train_acc_fedavg,train_eod_fedavg,test_acc_fedavg,test_eod_fedavg,train_tpr_new,train_fpr_new,test_tpr_new,test_fpr_new,train_tpr_fedavg,train_fpr_fedavg,test_tpr_fedavg,test_fpr_fedavg,train_acc_fairfed,train_eod_fairfed,test_acc_fairfed,test_eod_fairfed
0,0.8124479021950541,0.014320266800208814,0.8288888888888889,0.18704453441295543,0.8446790775215337,0.15790651337730277,0.8622222222222222,0.34493927125506074,0.014320266800208814,-0.004793558750138906,-0.18704453441295543,-0.03667438134235357,-0.15790651337730277,-0.05650405272072764,-0.34493927125506074,-0.0975609756097561,0.8449569324812448,0.12432207814347973,0.86,0.29230769230769227
1,0.8207835509863851,0.007658465048069052,0.8044444444444444,0.1982281284606866,0.847179772158933,0.12882923252403455,0.82,0.08084163898117386,0.007658465048069052,-0.0022616491810804606,0.1982281284606866,-0.01824127906976744,-0.12882923252403455,-0.06277820535324484,0.08084163898117386,-0.07125726744186046,0.8494026118366212,0.09153495193091093,0.8222222222222222,0.061954941860465115
2,0.8305084745762712,0.0047009789667539215,0.8088888888888889,0.06751336898395721,0.8544040011114198,0.07749345740040708,0.8355555555555556,0.12433155080213903,-0.0047009789667539215,-0.0017272522633812598,-0.06751336898395721,-0.006421953958450299,-0.07749345740040708,-0.05485920093994147,-0.12433155080213903,-0.05751684446939921,0.8538482911919978,0.054012794416981647,0.8355555555555556,0.160427807486631
3,0.8280077799388719,0.012296296296296305,0.8355555555555556,0.08981693363844401,0.8432898027229786,0.05062352544657903,0.8511111111111112,0.1115560640732266,0.012296296296296305,-0.0028041793056959863,-0.08981693363844401,0.001422475106685639,-0.05007407407407405,-0.05062352544657903,-0.1115560640732266,-0.04362256993835941,0.8427340928035565,0.04338388945062352,0.8488888888888889,0.10068649885583525
4,0.8127257571547652,0.02360826502732244,0.8044444444444444,0.1526908635794743,0.8438455126424007,0.14339993169398912,0.8377777777777777,0.2803504380475595,-0.02360826502732244,0.001493005630665581,-0.1526908635794743,-0.002350427350427342,-0.14339993169398912,-0.054972260438109224,-0.2803504380475595,-0.0594017094017094,0.8432898027229786,0.09667435109289613,0.8333333333333334,0.23779724655819773
5,0.8055015282022784,0.0184384308940172,0.8133333333333334,0.06,0.8335648791330925,0.1268079531995837,0.8444444444444444,0.043729831979525985,-0.0184384308940172,0.0021049184928783604,0.06,0.020103111902377506,-0.1268079531995837,-0.07336108707346166,-0.030000000000000027,-0.043729831979525985,0.8366212836899138,0.10001615045041812,0.84,0.09333333333333332
6,0.8152264517921645,0.019145903975625378,0.7911111111111111,0.10051546391752575,0.8424562378438455,0.11555358985699549,0.8022222222222222,0.2145618556701031,-0.019145903975625378,0.001523707711904708,-0.10051546391752575,-0.00550628233555063,-0.11555358985699549,-0.056351153887537184,-0.2145618556701031,-0.06289726533628973,0.8424562378438455,0.0822153422772618,0.7977777777777778,0.18363402061855671
7,0.8157821617115866,0.0060975609756097615,0.8244444444444444,0.12179487179487175,0.8466240622395109,0.13993594481399363,0.86,0.04144042232277526,-0.0060975609756097615,-0.0012424455888622177,0.12179487179487175,0.013084464555052792,-0.13993594481399363,-0.0663180979867822,0.007211538461538436,-0.04144042232277526,0.8491247568769102,0.10365853658536589,0.8622222222222222,0.03691553544494721
8,0.8160600166712976,0.020976298243052527,0.8155555555555556,0.20928792569659443,0.847179772158933,0.16588309728914197,0.8422222222222222,0.1040247678018576,-0.020976298243052527,0.004425048898431795,0.20928792569659443,0.0403131401814457,-0.16588309728914197,-0.06433513107544296,0.1040247678018576,-0.024070822358794267,0.846901917199222,0.14832335620771886,0.8488888888888889,0.04520123839009288
9,0.8246735204223395,0.02079654291234706,0.8377777777777777,0.10526315789473684,0.846901917199222,0.07224773024743936,0.8444444444444444,0.12631578947368416,-0.02079654291234706,0.00038818608885339556,-0.10526315789473684,-0.00127838772747782,-0.07224773024743936,-0.048019993301213516,-0.12631578947368416,-0.060610618138065876,0.847179772158933,0.04066856418673259,0.8511111111111112,0.05504587155963303
